year;month;title_length;authors_no;pages_no;views;cited;url;title;authors
2011;5;77;2;5;434;0;https://www.vopreco.ru/jour/article/view/1201;Модернизация российской экономики и возрождение отечественного машиностроения;В.Чепенко, В.Андреев
2011;5;55;1;6;396;0;https://www.vopreco.ru/jour/article/view/1202;Как пережила кризис российская металлургическая отрасль;С.Герасимова
2011;5;125;1;10;445;0;https://www.vopreco.ru/jour/article/view/1203;Доверие глазами экономистов и психологов (о книге А. В. Белянина и В. П. Зинченко «Доверие в экономике и общественной жизни»);Р.Доброхотов
2011;5;82;0;8;262;0;https://www.vopreco.ru/jour/article/view/1204;Плагиат в научных исследованиях в области социальных наук (круглый стол в НИУ ВШЭ);
2011;5;58;0;4;197;0;https://www.vopreco.ru/jour/article/view/1205;Соболезнования в связи с кончиной академика Л. И. Абалкина;
2011;6;42;2;16;643;1;https://www.vopreco.ru/jour/article/view/1182;Мировые дисбалансы сбережений и инвестиций;Л.Григорьев, А.Иващенко
2011;6;89;4;23;313;1;https://www.vopreco.ru/jour/article/view/1183;Возвращение российской экономики на траекторию роста: время подводить посткризисные итоги;Б.Замараев, А.Киюцевская, А.Назарова, Е.Суханов
2011;6;110;1;14;440;0;https://www.vopreco.ru/jour/article/view/1184;Повышение стимулов для инвестиций в основной капитал и технологии: основные направления экономической политики;А.Апокин
2011;6;73;2;15;587;2;https://www.vopreco.ru/jour/article/view/1185;Приоритеты денежно-кредитной политики центральных банков в новых условиях;С.Андрюшин, В.Кузнецова
2011;6;84;1;11;579;0;https://www.vopreco.ru/jour/article/view/1186;Современная банковская система как источник циклического развития рыночной экономики;А.Раквиашвили
2011;6;60;1;25;456;1;https://www.vopreco.ru/jour/article/view/1187;Психология и экономика: результаты эмпирических исследований;С.Делавинья
2011;6;112;1;16;548;0;https://www.vopreco.ru/jour/article/view/1188;За пределами политэкономии Мински: ликвидность и финансовые инновации в контексте глобального кредитного кризиса;А.Несветайлова
2011;6;64;2;15;417;2;https://www.vopreco.ru/jour/article/view/1189;О новых конфигурациях собственников в российском крупном бизнесе;Я.Паппэ, Н.Антоненко
2011;6;71;2;11;368;0;https://www.vopreco.ru/jour/article/view/1190;Российские компании в поисках выхода на траекторию устойчивого развития;И.Гурков, Е.Авраамова
2011;6;64;1;7;492;4;https://www.vopreco.ru/jour/article/view/1191;Парадокс поддержки малого бизнеса: предварительные итоги кризиса;А.Виленский
2011;7;43;1;13;512;2;https://www.vopreco.ru/jour/article/view/1169;Знания и теория институциональных изменений;Т.Эггертссон
2011;7;58;1;17;640;0;https://www.vopreco.ru/jour/article/view/1170;Теория кризисов после кризиса: технологии versus институты;Д.Фролов
2011;7;104;1;10;388;1;https://www.vopreco.ru/jour/article/view/1171;Деньги и институциональные иерархии: о поддержании доверительных отношений в сложных монетарных системах;А.Ляско
2011;7;51;1;18;585;2;https://www.vopreco.ru/jour/article/view/1172;Гламурный капитализм: логика «сверхновой» экономики;Д.Иванов
2011;7;50;1;17;623;0;https://www.vopreco.ru/jour/article/view/1173;А. Корсак — первый русский экономист-компаративист;Г.Гловели
2011;7;68;3;23;422;0;https://www.vopreco.ru/jour/article/view/1174;Культ наличности в России: как его развенчать и к чему это приведет?;М.Мамонов, А.Пестова, О.Солнцев
2011;7;57;1;18;368;0;https://www.vopreco.ru/jour/article/view/1175;Исследование устойчивости государственных финансов России;С.Власов
2011;7;83;2;9;432;1;https://www.vopreco.ru/jour/article/view/1176;Анализ и оценка каналов распространения финансовых кризисов на развивающихся рынках;Е.Федорова, О.Безрук
2011;7;33;1;11;360;1;https://www.vopreco.ru/jour/article/view/1177;НДС и воспроизводственный процесс;А.Орлов
2011;7;66;1;9;754;2;https://www.vopreco.ru/jour/article/view/1178;Таблицы «затраты-выпуск»: новые возможности экономического анализа;Н.Михеева
2011;7;123;0;4;375;2;https://www.vopreco.ru/jour/article/view/1179;Антилл Н., Ли К. Оценка компаний. Анализ и прогнозирование с использованием отчетности по МСФО. 2-е изд., перераб. и допол.;
2011;7;156;0;2;333;0;https://www.vopreco.ru/jour/article/view/1180;Преображенский Е. А. Архивные документы и материалы (2006), Новая экономика (2008), Деньги и мировой капитализм (2011) / Сост. М. М. Горинов, С. В. Цакунов.;
2011;7;33;0;1;186;0;https://www.vopreco.ru/jour/article/view/1181;Академику В. И. Маевскому 70 лет!;
2011;8;193;0;37;704;0;https://www.vopreco.ru/jour/article/view/1157;От перераспределения благ к созданию процветания: выводы из индекса глобальной конкурентоспособности (из доклада Всемирного экономического форума и Евразийского института конкурентоспособности);
2011;8;37;4;25;399;2;https://www.vopreco.ru/jour/article/view/1158;Сколько стоят неработающие институты?;Н.Акиндинова, С.Алексашенко, А.Петроневич, М.Петроневич
2011;8;62;1;11;568;5;https://www.vopreco.ru/jour/article/view/1159;Россия в международном движении капитала: сравнительный анализ;А.Булатов
2011;8;55;7;20;519;1;https://www.vopreco.ru/jour/article/view/1160;Социальные итоги трансформации, или двадцать лет спустя;Е.Ясин, Г.Андрущак, А.Ивантер, Н.Косарева, Л.Овчарова, А.Пономаренко, В.Фадеев
2011;8;57;1;9;473;0;https://www.vopreco.ru/jour/article/view/1161;Финансовый кризис и перспективы глобального регулирования;В.Тамбовцев
2011;8;56;1;9;409;0;https://www.vopreco.ru/jour/article/view/1162;Теория и методология бюджета как общественного достояния;Ю.Швецов
2011;8;41;1;7;448;0;https://www.vopreco.ru/jour/article/view/1163;О новой книге С. Боулза по микроэкономике;Л.Полищук
2011;8;43;1;8;448;0;https://www.vopreco.ru/jour/article/view/1164;Станет ли микроэкономика институциональной?;Д.Расков
2011;8;26;1;12;385;0;https://www.vopreco.ru/jour/article/view/1165;О парадигме Самуэля Боулза;Л.Гребнев
2011;8;54;0;6;1002;0;https://www.vopreco.ru/jour/article/view/1166;Булатов А. С. Национальная экономика: учебное пособие.;
2011;8;144;0;3;637;0;https://www.vopreco.ru/jour/article/view/1167;"История экономики и экономической мысли России: учебник / Г. Г. Богомазов, И. А . Благих; экон. факультет СПбГУ; под общ. ред. Г. Г. Богомазова.";
2011;8;118;0;5;252;0;https://www.vopreco.ru/jour/article/view/1168;Проблемы политической экономии (о научной конференции «Есть ли место политэкономии в современной экономической науке»);
2011;9;87;3;23;327;7;https://www.vopreco.ru/jour/article/view/1146;Государство и разгосударствление: риски и ограничения «новой приватизационной политики»;А.Радыгин, Ю.Симачев, Р.Энтов
2011;9;64;2;15;346;1;https://www.vopreco.ru/jour/article/view/1147;О некоторых особенностях функционирования денежного акселератора;В.Маевский, К.Зорин
2011;9;42;1;24;455;1;https://www.vopreco.ru/jour/article/view/1148;Фундаментальная наука в Америке, 1776—1876;С.Ньюком
2011;9;70;1;14;294;0;https://www.vopreco.ru/jour/article/view/1149;Инновации в экономической науке: французский вклад за последние 70 лет;И.Посель
2011;9;87;2;13;514;3;https://www.vopreco.ru/jour/article/view/1150;Каких ошибок следует избегать при оценке инвестиционных проектов с участием государства;В.Лившиц, А.Швецов
2011;9;74;2;15;665;1;https://www.vopreco.ru/jour/article/view/1151;Кластеры и инновации в субъектах РФ: результаты эмпирического исследования;Е.Куценко, Д.Тюменцева
2011;9;36;1;13;410;2;https://www.vopreco.ru/jour/article/view/1152;Инновационное финансирование лизинга;В.Газман
2011;9;70;1;13;453;0;https://www.vopreco.ru/jour/article/view/1153;«Диссертационная ловушка» на пути к построению инновационной экономики;А.Жук
2011;9;128;0;8;199;0;https://www.vopreco.ru/jour/article/view/1154;Модернизация лесного комплекса и управления лесами (интервью с Первым заместителем Председателя Правительства РФ В. А. Зубковым);
2011;9;128;2;10;349;0;https://www.vopreco.ru/jour/article/view/1155;Какой капитализм лучше?  (О книге Д. Дэяну «Куда идет капитализм? В поисках адекватной политики в драматически меняющемся мире»);В.Клинов, Е.Сидорова
2011;9;96;1;5;423;0;https://www.vopreco.ru/jour/article/view/1156;Французские социологи о капитализме (О книге Л. Болтански и Э. Кьяпелло «Новый дух капитализма»);О.Кирчик
2011;10;86;2;12;433;0;https://www.vopreco.ru/jour/article/view/1137;О творческом наследии выдающегося экономиста (к 100-летию со дня рождения Мориса Алле);А.Белянин, И.Егоров
2011;10;68;1;19;490;0;https://www.vopreco.ru/jour/article/view/1138;Феномен «уклонения от двусмысленности» в теории рационального выбора;И.Павлов
2011;10;60;1;19;523;0;https://www.vopreco.ru/jour/article/view/1139;Международная миграция в России: динамика, политика, прогноз;С.Иванов
2011;10;57;2;24;557;3;https://www.vopreco.ru/jour/article/view/1140;«Неформалы» в российской экономике: сколько их и кто они?;В.Гимпельсон, А.Зудина
2011;10;109;1;14;524;1;https://www.vopreco.ru/jour/article/view/1141;Низкооплачиваемые работники на рынке труда субъектов Российской Федерации: о чем молчит российская статистика;Е.Ефимова
2011;10;34;2;22;630;2;https://www.vopreco.ru/jour/article/view/1142;Электронная самозанятость в России;Д.Стребков, А.Шевчук
2011;10;129;1;19;486;3;https://www.vopreco.ru/jour/article/view/1143;Почему капитал здоровья накапливается в развитых странах и «проедается» в постсоветской России?  (Опыт посткейнсианского анализа);И.Розмаинский
2011;10;37;1;10;411;0;https://www.vopreco.ru/jour/article/view/1144;Управление мотивами в здравоохранении;О.Чиркунов
2011;10;119;2;14;440;0;https://www.vopreco.ru/jour/article/view/1145;Противоречия государственной политики в области регулирования цен на лекарственные средства: проблемы и пути их решения;И.Котляров, А.Балашов
2011;11;82;1;21;592;0;https://www.vopreco.ru/jour/article/view/1125;Институциональные ограничения модернизации, или приживется ли демократия в России?;Е.Ясин
2011;11;25;1;13;1113;0;https://www.vopreco.ru/jour/article/view/1126;Адам Смит и современность;А.Сен
2011;11;62;1;19;599;1;https://www.vopreco.ru/jour/article/view/1127;Дары, дарообмен и рыночный обмен на шкале организационных форм;А.Скоробогатов
2011;11;149;1;22;716;0;https://www.vopreco.ru/jour/article/view/1128;Использование анализа затраты-выгоды для оценки эффективности государственных инвестиционных проектов (на примере зимних Олимпийских игр-2014 в Сочи);И.Пилипенко
2011;11;63;1;15;533;4;https://www.vopreco.ru/jour/article/view/1129;Статистика поиска в Google как индикатор финансовой конъюнктуры;М.Столбов
2011;11;75;2;15;926;1;https://www.vopreco.ru/jour/article/view/1130;Последствия изменений климата в России и адаптация к ним (оценка и прогноз);Б.Порфирьев, В.Катцов
2011;11;49;1;13;969;1;https://www.vopreco.ru/jour/article/view/1131;Россия и Китай: неизбежность судьбоносных перемен;В.Гельбрас
2011;11;94;1;11;433;1;https://www.vopreco.ru/jour/article/view/1132;«Финансовые платформы» местных правительств и их роль в кредитном буме в Китае (2009-2010 гг.);А.Груздев
2011;11;99;1;9;455;0;https://www.vopreco.ru/jour/article/view/1133;Великая китайская конвергенция (О новой книге Э. П. Пивоваровой «Социализм с китайской спецификой»);Г.Цаголов
2011;11;113;1;8;363;0;https://www.vopreco.ru/jour/article/view/1134;Авнер Грейф: модель для сборки (О книге «Институты и путь к современной экономике: Уроки средневековой торговли»);М.Юдкевич
2011;11;63;1;5;328;0;https://www.vopreco.ru/jour/article/view/1135;Обеспечение долгосрочной устойчивости пенсионной системы России;Т.Омельчук
2011;11;154;0;3;386;3;https://www.vopreco.ru/jour/article/view/1136;"Российский работник: образование, профессия, квалификация / Под ред. В. Е . Гимпельсона, Р. И . Капелюшникова; Нац. исслед. ун-т «Высшая школа экономики».";
2011;12;55;1;17;477;0;https://www.vopreco.ru/jour/article/view/1115;Два года после кризиса: усиление рисков «второй волны»?;М.Ершов
2011;12;65;2;14;453;1;https://www.vopreco.ru/jour/article/view/1116;Курсовая политика центральных банков стран с формирующимся рынком;С.Андрюшин, В.Кузнецова
2011;12;90;2;11;622;1;https://www.vopreco.ru/jour/article/view/1117;Прогнозирование финансовых кризисов с помощью индикаторов: особенности развивающихся стран;Е.Федорова, И.Лукасевич
2011;12;43;2;20;1189;12;https://www.vopreco.ru/jour/article/view/1118;Экономическое значение социального капитала;Л.Полищук, Р.Меняшев
2011;12;63;1;12;609;1;https://www.vopreco.ru/jour/article/view/1119;Накопление человеческого капитала и изобилие природных ресурсов;О.Васильева
2011;12;64;1;12;414;2;https://www.vopreco.ru/jour/article/view/1120;Памяти регионального хозрасчета: дилеммы российского федерализма;П.Ореховский
2011;12;55;1;12;420;1;https://www.vopreco.ru/jour/article/view/1121;Содружество Независимых Государств: первые двадцать лет;Н.Шумский
2011;12;66;1;16;484;0;https://www.vopreco.ru/jour/article/view/1122;Современное геоэкономическое позиционирование в российской Арктике;В.Селин
2011;12;111;1;21;3606;1;https://www.vopreco.ru/jour/article/view/1123;Последствия реформ внешнеэкономической деятельности для приграничных регионов России: политэкономический анализ;Н.Рыжова
2011;12;169;1;11;376;0;https://www.vopreco.ru/jour/article/view/1124;Левый марш на африканских барабанах, или Книга по экономической теории, написанная сердцем (Заметки на полях монографии В. В. Попова «Стратегии экономического развития»);Я.Паппэ
2010;1;89;2;17;596;1;https://www.vopreco.ru/jour/article/view/967;Стратегия и тактика денежно-кредитной политики в условиях мирового экономического кризиса;А.Некипелов, М.Головнин
2010;1;19;1;8;473;0;https://www.vopreco.ru/jour/article/view/968;О валютной политике;К.Юдаева
2010;1;47;1;15;508;0;https://www.vopreco.ru/jour/article/view/969;Режимы валютного курса и стабильность экономики;С.Смирнов
2010;1;48;1;19;934;5;https://www.vopreco.ru/jour/article/view/970;Связь между обменным курсом и инфляцией в России;М.Катаранова
2010;1;69;3;19;606;0;https://www.vopreco.ru/jour/article/view/971;Курсовая политика как фактор изменения структуры российской экономики;С.Смирнов, Е.Балашова, Л.Посвянская
2010;1;147;2;17;608;5;https://www.vopreco.ru/jour/article/view/981;За пределами рынка: институты управления трансакциями в сложном мире (Нобелевская премия по экономике 2009 года - Оливер Уильямсон и Элинор Остром);Я.Кузьминов, М.Юдкевич
2010;1;67;1;15;1102;4;https://www.vopreco.ru/jour/article/view/982;Психология финансовых рынков: Кейнс, Мински и поведенческие финансы;Ш.Доу
2010;1;53;2;15;924;1;https://www.vopreco.ru/jour/article/view/983;Институциональные проблемы России в мировом контексте;Е.Ясин, М.Снеговая
2010;1;74;2;14;488;5;https://www.vopreco.ru/jour/article/view/984;Экономика уголовных санкций за нарушение антимонопольного законодательства;С.Авдашева, А.Шаститко
2010;1;39;2;7;356;0;https://www.vopreco.ru/jour/article/view/985;Егор Гайдар: штрихи к будущей биографии;В.Мау, К.Рогов
2010;1;121;1;5;393;0;https://www.vopreco.ru/jour/article/view/986;Мы отстали. Навсегда ли? (о книге А. М. Либмана «Политико-экономические исследования и современная экономическая теория»);Л.Гребнев
2010;1;98;0;3;923;0;https://www.vopreco.ru/jour/article/view/987;Экономика общественного сектора: Учебник / Под ред. П. В. Савченко, И. А. Погосова, Е. Н. Жильцова;
2010;2;64;1;22;467;5;https://www.vopreco.ru/jour/article/view/988;Экономическая политика 2009 года: между кризисом и модернизацией;В.Мау
2010;2;62;1;13;414;1;https://www.vopreco.ru/jour/article/view/989;Способствует ли бюджет-2010 модернизации российской экономики?;В.Сенчагов
2010;2;45;1;14;362;1;https://www.vopreco.ru/jour/article/view/990;Финансовая глобализация и качество институтов;Э.Рустамов
2010;2;37;1;12;388;0;https://www.vopreco.ru/jour/article/view/991;Насколько тучными были «тучные» годы?;Б.Замараев
2010;2;71;1;18;503;0;https://www.vopreco.ru/jour/article/view/992;О чем молчит презренный металл? Семиотика денег и общественный контроль;К.Веннерлинд
2010;2;83;4;20;794;3;https://www.vopreco.ru/jour/article/view/993;Доверие в современной России (компаративистский подход к «социальным добродетелям»);М.Сасаки, Ю.Латов, Г.Ромашкина, В.Давыденко
2010;2;64;2;14;692;2;https://www.vopreco.ru/jour/article/view/994;Современный российский институционализм: к продолжению дискуссии;Е.Попов, А.Сергеев
2010;2;50;2;22;537;2;https://www.vopreco.ru/jour/article/view/995;Страх безработицы: опыт межстрановых сопоставлений;В.Гимпельсон, Г.Монусова
2010;2;67;2;11;405;1;https://www.vopreco.ru/jour/article/view/996;Современная Киргизия: многовекторность или безвекторность развития?;В.Соколов, А.Сарыгулов
2010;2;49;1;7;326;0;https://www.vopreco.ru/jour/article/view/997;Крестьянство и власть: ответственность и интересы;М.Коробейников
2010;3;47;3;20;969;3;https://www.vopreco.ru/jour/article/view/998;Экономический механизм сырьевой модели развития;С.Гуриев, А.Плеханов, К.Сонин
2010;3;86;1;15;410;0;https://www.vopreco.ru/jour/article/view/999;Портфельный выбор в российской экономике и политика денежных властей в 2007-2009 годах;В.Маневич
2010;3;89;1;17;537;0;https://www.vopreco.ru/jour/article/view/1000;О вкладе исследовательских работ по советской экономике в экономическую теорию мейнстрима;М.Эллман
2010;3;44;1;9;679;0;https://www.vopreco.ru/jour/article/view/1001;Неолиберализм и мировой экономический кризис;Гж.Колодко
2010;3;53;1;21;768;4;https://www.vopreco.ru/jour/article/view/1002;Кругооборот основного капитала и экономическая теория;В.Маевский
2010;3;37;1;11;464;0;https://www.vopreco.ru/jour/article/view/1003;Об экономической сущности амортизации;А.Орлов
2010;3;25;1;13;443;0;https://www.vopreco.ru/jour/article/view/1004;Аритмия лизингового рынка;В.Газман
2010;3;46;2;11;448;1;https://www.vopreco.ru/jour/article/view/1005;Рынок легковых автомобилей: до и после кризиса;Р.Нуреев, Д.Кондратов
2010;3;95;1;11;497;3;https://www.vopreco.ru/jour/article/view/1006;Типологизация, идентификация и диагностика кластеров предприятий: новый методологический подход;Г.Боуш
2010;3;74;2;15;691;0;https://www.vopreco.ru/jour/article/view/1007;Особенности дивидендной политики российских компаний и интересы инвесторов;Л.Ружанская, С.Лукьянов
2010;3;48;0;3;355;1;https://www.vopreco.ru/jour/article/view/1008;Голубев А. В. Кризис и сельское хозяйство России;
2010;3;100;0;7;195;0;https://www.vopreco.ru/jour/article/view/1009;Корпоративное управление в условиях кризиса (круглый стол в Институте современного развития - ИНСОР);
2010;4;58;1;20;596;2;https://www.vopreco.ru/jour/article/view/1010;Развитие экономической теории с 1940 года: взгляд очевидца;К.Эрроу
2010;4;82;5;19;363;1;https://www.vopreco.ru/jour/article/view/1011;Российская экономика в 2009 году: стремительное падение и медленное восстановление;И.Борисова, Б.Замараев, А.Киюцевская, А.Назарова, Е.Суханов
2010;4;100;3;18;490;2;https://www.vopreco.ru/jour/article/view/1012;Переход от распределительной пенсионной системы к накопительной: результаты и критерии эффективности;О.Дмитриева, Н.Петухова, Д.Ушаков
2010;4;74;3;21;438;4;https://www.vopreco.ru/jour/article/view/1013;Стресс-тест: потребуется ли российским банкам новая поддержка государства?;О.Солнцев, А.Пестова, М.Мамонов
2010;4;52;1;18;1820;0;https://www.vopreco.ru/jour/article/view/1014;Сравнение реформ периода нэпа и постсоветской России;Ю.Голанд
2010;4;67;2;13;450;0;https://www.vopreco.ru/jour/article/view/1015;Новые вызовы в регулировании финансового сектора в условиях кризиса;К.Корищенко, И.Соловьева
2010;4;71;1;8;488;0;https://www.vopreco.ru/jour/article/view/1016;Уроки мирового кризиса: необходима новая модель регулирования экономики;И.Ковзанадзе
2010;4;42;2;18;533;1;https://www.vopreco.ru/jour/article/view/1017;Страны Балтии: в поисках выхода из кризиса;Л.Григорьев, С.Агибалов
2010;4;122;0;8;294;0;https://www.vopreco.ru/jour/article/view/1018;К единому пространству российской экономической науки (интервью с первым заместителем директора ИЭ РАН А. Я. Рубинштейном);
2010;4;157;2;6;308;0;https://www.vopreco.ru/jour/article/view/1019;Исследователь проблем воспроизводства и планирования народного хозяйства (к столетию со дня рождения известного советского ученого-экономиста Г. М. Сорокина);Е.Бухвальд, В.Погребинская
2010;4;43;4;5;344;0;https://www.vopreco.ru/jour/article/view/1020;Агрогорода и развитие депрессивных регионов;А.Молодцов, В.Попов, Е.Скориков, А.Турков
2010;5;29;1;12;372;2;https://www.vopreco.ru/jour/article/view/1021;Юбилей зрелости: дела и планы;Р.Гринберг
2010;5;74;1;10;1406;0;https://www.vopreco.ru/jour/article/view/1022;Инвестиционная безопасность как фактор устойчивого экономического развития;С.Нарышкин
2010;5;50;4;17;578;1;https://www.vopreco.ru/jour/article/view/1023;Структурная модернизация финансовой системы России;А.Ведев, Ю.Данилов, Н.Масленников, С.Моисеев
2010;5;47;1;15;998;0;https://www.vopreco.ru/jour/article/view/1024;Институты и инновации: взгляд когнитивной науки;В.Широнин
2010;5;95;1;23;543;1;https://www.vopreco.ru/jour/article/view/1025;О природе и причинах административной ренты: особенности ведения бизнеса в российском регионе N;А.Олейник
2010;5;53;1;15;587;6;https://www.vopreco.ru/jour/article/view/1026;Риторика новой институциональной экономической теории;Д.Расков
2010;5;60;1;14;567;4;https://www.vopreco.ru/jour/article/view/1027;«Сопоставимые рынки» как инструмент антимонопольной политики;А.Шаститко
2010;5;91;2;13;746;2;https://www.vopreco.ru/jour/article/view/1028;Вертикальные ограничивающие контракты и их интерпретация в антимонопольном законодательстве;С.Авдашева, Н.Дзагурова
2010;5;51;1;15;406;0;https://www.vopreco.ru/jour/article/view/1029;Результаты оценки неявного пенсионного долга России;Я.Волков
2010;5;67;1;11;328;0;https://www.vopreco.ru/jour/article/view/1030;Накопительные пенсионные системы за рубежом и их внедрение в России;А.Табах
2010;5;48;0;4;208;0;https://www.vopreco.ru/jour/article/view/1031;Поздравления академику Л.И. Абалкину с 80-летием;
2010;6;59;1;6;762;2;https://www.vopreco.ru/jour/article/view/1032;От экономической теории до концепции долгосрочной стратегии;Л.Абалкин
2010;6;59;8;16;534;4;https://www.vopreco.ru/jour/article/view/1033;Финансовый кризис и провалы современной экономической науки;Д.Коландер, Г.Фёльмер, А.Хаас, М.Голдберг, K.Юселиус, А.Кирман, Т.Люкс, Б.Слот
2010;6;48;1;18;980;2;https://www.vopreco.ru/jour/article/view/1034;Равновесие по Нэшу и история экономической науки;Р.Майерсон
2010;6;51;1;25;541;4;https://www.vopreco.ru/jour/article/view/1035;Факторы циклической уязвимости российской экономики;С.Смирнов
2010;6;88;2;19;898;0;https://www.vopreco.ru/jour/article/view/1036;Денежно-кредитная политика центральных банков в условиях глобального финансового кризиса;С.Андрюшин, В.Кузнецова
2010;6;45;6;20;553;4;https://www.vopreco.ru/jour/article/view/1037;Система госзакупок: на пути к новому качеству;А.Яковлев, О.Аллилуева, И.Кузнецова, А.Шамрин, М.Юдкевич, Л.Якобсон
2010;6;62;2;10;567;3;https://www.vopreco.ru/jour/article/view/1038;Государственные закупки и формирование инновационной экономики;И.Смотрицкая, С.Черных
2010;6;52;1;9;406;1;https://www.vopreco.ru/jour/article/view/1039;Роль государства в развитии лесного комплекса России;В.Зубков
2010;6;73;1;9;424;1;https://www.vopreco.ru/jour/article/view/1040;Лицо и лица Института экономики (о сборнике «Институт экономики в лицах»);Т.Кузнецова
2010;6;126;1;13;478;3;https://www.vopreco.ru/jour/article/view/1041;О своевременности современной экономической теории (о книге А. Г. Худокормова «Экономическая теория: Новейшие течения Запада»);С.Кирдина
2010;6;62;0;3;580;0;https://www.vopreco.ru/jour/article/view/1042;Ольсевич Ю. Я. Психологические основы экономического поведения;
2010;6;73;0;2;390;0;https://www.vopreco.ru/jour/article/view/1043;Назаренко В. И. Теоретические основы аграрной политики на Западе и Россия;
2010;6;95;0;3;369;0;https://www.vopreco.ru/jour/article/view/1044;Пути выхода из кризиса в России и за рубежом (совместное заседание Ученых советов ИЭ РАН и ИЭФ);
2010;7;70;1;8;467;0;https://www.vopreco.ru/jour/article/view/1045;Экономика конвенций, экономическая гетеродоксия и социальная онтология;О.Кирчик
2010;7;42;2;27;475;1;https://www.vopreco.ru/jour/article/view/1046;Институты и экономическая теория конвенций;К.Бесси, О.Фавро
2010;7;26;3;13;444;1;https://www.vopreco.ru/jour/article/view/1047;Кризис и налоговые ресурсы;Б.Лавровский, Г.Жигульский, И.Мурзов
2010;7;57;1;13;433;1;https://www.vopreco.ru/jour/article/view/1048;Горная и ценовая рента в современной российской экономике;С.Кимельман
2010;7;40;1;14;504;0;https://www.vopreco.ru/jour/article/view/1049;Арт-рынок и его инвестиционный потенциал;А.Саркисянц
2010;7;61;1;8;505;2;https://www.vopreco.ru/jour/article/view/1050;Государственное регулирование и ценовая политика в АПК России;Л.Попова
2010;7;60;2;7;391;2;https://www.vopreco.ru/jour/article/view/1051;Оценка параметров развития российского нефтегазового сектора;В.Крюков, В.Маршак
2010;7;96;2;14;481;2;https://www.vopreco.ru/jour/article/view/1052;Тренды региональной интеграции на постсоветском пространстве: результаты количественного анализа;Е.Винокуров, А.Либман
2010;7;35;2;15;392;2;https://www.vopreco.ru/jour/article/view/1053;Потенциал региональной торговли СНГ;И.Гурова, М.Ефремова
2010;7;122;1;12;452;2;https://www.vopreco.ru/jour/article/view/1054;Деформация института собственности в Украине и проблемы формирования эффективного собственника в неэффективном государстве;Ю.Киндзерский
2010;7;61;1;16;518;3;https://www.vopreco.ru/jour/article/view/1055;Факторы и ресурсы: тождество, различие или противоположность?;Л.Гребнев
2010;7;48;0;5;177;0;https://www.vopreco.ru/jour/article/view/1056;Поздравления Институту экономики РАН с 80-летием;
2010;8;103;1;24;679;4;https://www.vopreco.ru/jour/article/view/1057;Проблема надежных гарантий прав собственности и российский вариант вертикальной политической интеграции;В.Волков
2010;8;27;1;13;419;1;https://www.vopreco.ru/jour/article/view/1058;О стратегии развития России;Д.Сорокин
2010;8;80;1;13;498;2;https://www.vopreco.ru/jour/article/view/1059;Модернизация и реформирование инновационной стратегии России: проблемы и решения;О.Голиченко
2010;8;71;1;18;629;2;https://www.vopreco.ru/jour/article/view/1060;«Экономическое» и «социальное»: автономия сфер и дисциплинарные границы;Г.Юдин
2010;8;85;1;17;1472;0;https://www.vopreco.ru/jour/article/view/1061;Социальное конструирование совершенного рынка: голландский аукцион в Фонтен-ан-Солонь;М.-Ф.Гарсия
2010;8;68;1;22;1064;1;https://www.vopreco.ru/jour/article/view/1062;Неэквивалентный обмен и свойства пространства в экономической теории;П.Ореховский
2010;8;86;1;11;605;2;https://www.vopreco.ru/jour/article/view/1063;Образование, социальный капитал и экономическое развитие (обзор основных исследований);Т.Натхов
2010;8;44;2;9;745;1;https://www.vopreco.ru/jour/article/view/1064;Экономический эгоизм и гуманизация экономики;Д.Петросян, Н.Фаткина
2010;8;76;1;12;526;0;https://www.vopreco.ru/jour/article/view/1065;Роль медико-экономических стандартов в финансировании медицинских учреждений;Т.Скляр
2010;8;60;1;4;365;0;https://www.vopreco.ru/jour/article/view/1066;«Человек в системе производства» у Ф. Фукуямы и А. Макаренко;А.Фролов
2010;8;34;1;4;417;0;https://www.vopreco.ru/jour/article/view/1067;Перспективы развития Севера России;Т.Скуфьина
2010;8;69;0;3;1016;0;https://www.vopreco.ru/jour/article/view/1068;Шаститко А. Е. Новая институциональная экономическая теория. 4-е изд.;
2010;8;107;0;3;447;0;https://www.vopreco.ru/jour/article/view/1069;Российская школа социально-экономической мысли: истоки, принципы, перспективы / Под общ. ред. Ю. В. Якутина;
2010;9;59;2;11;464;2;https://www.vopreco.ru/jour/article/view/1070;Глобальная нестабильность и реформа финансовой сферы России;А.Улюкаев, М.Куликов
2010;9;36;1;11;427;0;https://www.vopreco.ru/jour/article/view/1071;Экономическое чудо: рынок и культура;О.Чиркунов
2010;9;65;2;15;409;1;https://www.vopreco.ru/jour/article/view/1072;Экономика конвенций и институционализм: результаты взаимодействия;К.Бесси, О.Фавро
2010;9;31;2;22;645;3;https://www.vopreco.ru/jour/article/view/1073;Инновации, институты и эволюция;В.Вишневский, В.Дементьев
2010;9;57;2;15;672;1;https://www.vopreco.ru/jour/article/view/1074;Эволюционная перспектива экономического институционализма;О.Иншаков, Д.Фролов
2010;9;51;1;15;521;1;https://www.vopreco.ru/jour/article/view/1075;Особенности современной динамики мирового хозяйства;В.Клинов
2010;9;65;1;22;542;0;https://www.vopreco.ru/jour/article/view/1076;Китай в период мирового кризиса: бенефициар, жертва или виновник?;П.Мозиас
